,Table ID,Line,UniqueID,Stub,Data Release
573,B02003,18,B02003_018,Black or African American; Native Hawaiian and Other Pacific Islander,
574,B02003,19,B02003_019,Black or African American; Some other race,
575,B02003,20,B02003_020,American Indian and Alaska Native; Asian,
576,B02003,21,B02003_021,American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander,
577,B02003,22,B02003_022,American Indian and Alaska Native; Some other race,
578,B02003,23,B02003_023,Asian; Native Hawaiian and Other Pacific Islander,
579,B02003,24,B02003_024,Asian; Some other race,
580,B02003,25,B02003_025,Native Hawaiian and Other Pacific Islander; Some other race,
581,B02003,26,B02003_026,Population of three races:,
582,B02003,27,B02003_027,White; Black or African American; American Indian and Alaska Native,
583,B02003,28,B02003_028,White; Black or African American; Asian,
584,B02003,29,B02003_029,White; Black or African American; Native Hawaiian and Other Pacific Islander,
585,B02003,30,B02003_030,White; Black or African American; Some other race,
586,B02003,31,B02003_031,White; American Indian and Alaska Native; Asian,
587,B02003,32,B02003_032,White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander,
588,B02003,33,B02003_033,White; American Indian and Alaska Native; Some other race,
589,B02003,34,B02003_034,White; Asian; Native Hawaiian and Other Pacific Islander,
590,B02003,35,B02003_035,White; Asian; Some other race,
591,B02003,36,B02003_036,White; Native Hawaiian and Other Pacific Islander; Some other race,
592,B02003,37,B02003_037,Black or African American; American Indian and Alaska Native; Asian,
593,B02003,38,B02003_038,Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander,
594,B02003,39,B02003_039,Black or African American; American Indian and Alaska Native; Some other race,
595,B02003,40,B02003_040,Black or African American; Asian; Native Hawaiian and Other Pacific Islander,
596,B02003,41,B02003_041,Black or African American; Asian; Some other race,
597,B02003,42,B02003_042,Black or African American; Native Hawaiian and Other Pacific Islander; Some other race,
598,B02003,43,B02003_043,American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,
599,B02003,44,B02003_044,American Indian and Alaska Native; Asian; Some other race,
600,B02003,45,B02003_045,American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some other race,
601,B02003,46,B02003_046,Asian; Native Hawaiian and Other Pacific Islander; Some other race,
602,B02003,47,B02003_047,Population of four races:,
603,B02003,48,B02003_048,White; Black or African American; American Indian and Alaska Native; Asian,
604,B02003,49,B02003_049,White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander,
605,B02003,50,B02003_050,White; Black or African American; American Indian and Alaska Native; Some other race,
606,B02003,51,B02003_051,White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander,
607,B02003,52,B02003_052,White; Black or African American; Asian; Some other race,
608,B02003,53,B02003_053,White; Black or African American; Native Hawaiian and Other Pacific Islander; Some other race,
609,B02003,54,B02003_054,White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,
610,B02003,55,B02003_055,White; American Indian and Alaska Native; Asian; Some other race,
611,B02003,56,B02003_056,White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some other race,
612,B02003,57,B02003_057,White; Asian; Native Hawaiian and Other Pacific Islander; Some other race,
613,B02003,58,B02003_058,Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,
614,B02003,59,B02003_059,Black or African American; American Indian and Alaska Native; Asian; Some other race,
615,B02003,60,B02003_060,Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some other race,
616,B02003,61,B02003_061,Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some other race,
617,B02003,62,B02003_062,American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some other race,
618,B02003,63,B02003_063,Population of five races:,
619,B02003,64,B02003_064,White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,
620,B02003,65,B02003_065,White; Black or African American; American Indian and Alaska Native; Asian; Some other race,
621,B02003,66,B02003_066,White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some other race,
622,B02003,67,B02003_067,White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some other race,
623,B02003,68,B02003_068,White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some other race,
624,B02003,69,B02003_069,Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some other race,
625,B02003,70,B02003_070,Population of six races:,
626,B02003,71,B02003_071,White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some other race,
627,,,,,
628,C02003,,,DETAILED RACE,"1,5"
629,C02003,,,Universe:  Total population,
630,C02003,1,C02003_001,Total:,
631,C02003,2,C02003_002,Population of one race:,
632,C02003,3,C02003_003,White,
633,C02003,4,C02003_004,Black or African American,
634,C02003,5,C02003_005,American Indian and Alaska Native,
635,C02003,6,C02003_006,Asian,
636,C02003,7,C02003_007,Native Hawaiian and Other Pacific Islander,
637,C02003,8,C02003_008,Some other race,
638,C02003,9,C02003_009,Population of two or more races:,
639,C02003,10,C02003_010,Two races including Some other race,
640,C02003,11,C02003_011,"Two races excluding Some other race, and three or more races",
641,C02003,12,C02003_012,Population of two races:,
642,C02003,13,C02003_013,White; Black or African American,
643,C02003,14,C02003_014,White; American Indian and Alaska Native,
644,C02003,15,C02003_015,White; Asian,
645,C02003,16,C02003_016,Black or African American; American Indian and Alaska Native,
646,C02003,17,C02003_017,All other two race combinations,
647,C02003,18,C02003_018,Population of three races,
648,C02003,19,C02003_019,Population of four or more races,
649, ,,,,
650,B02008,,,WHITE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES ,"1,5"
651,B02008,,,Universe:  White alone or in combination with one or more other races,
652,B02008,1,B02008_001,Total:,
653,,,,,
654,B02009,,,BLACK OR AFRICAN AMERICAN ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES,"1,5"
655,B02009,,,Universe:  Black or African American alone or in combination with one or more other races,
656,B02009,1,B02009_001,Total:,
657,,,,,
658,B02010,,,AMERICAN INDIAN AND ALASKA NATIVE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES,"1,5"
659,B02010,,,Universe:  People who are American Indian or Alaska Native alone or in combination with one or more other races,
660,B02010,1,B02010_001,Total:,
661,,,,,
662,B02011,,,ASIAN ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES,"1,5"
663,B02011,,,Universe:  Asian alone or in combination with one or more other races,
664,B02011,1,B02011_001,Total:,
665,,,,,
666,B02012,,,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES,"1,5"
667,B02012,,,Universe:  Native Hawaiian and Other Pacific Islander alone or in combination with one or more other races,
668,B02012,1,B02012_001,Total:,
669,,,,,
670,B02013,,,SOME OTHER RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES,"1,5"
671,B02013,,,Universe:  Some other race alone or in combination with one or more other races,
672,B02013,1,B02013_001,Total:,
673,,,,,
674,B02014,,,AMERICAN INDIAN AND ALASKA NATIVE ALONE FOR SELECTED TRIBAL GROUPINGS,"1,5"
675,B02014,,,Universe:  People who are American Indian and Alaska Native alone and people with no tribe reported,
676,B02014,1,B02014_001,Total:,
677,B02014,2,B02014_002,"American Indian tribes, specified:",
678,B02014,3,B02014_003,Apache,
679,B02014,4,B02014_004,Arapaho,
680,B02014,5,B02014_005,Blackfeet       ,
681,B02014,6,B02014_006,Canadian and French American Indian,
682,B02014,7,B02014_007,Central American Indian,
683,B02014,8,B02014_008,Cherokee,
684,B02014,9,B02014_009,Cheyenne,
685,B02014,10,B02014_010,Chickasaw,
686,B02014,11,B02014_011,Chippewa,
687,B02014,12,B02014_012,Choctaw,
688,B02014,13,B02014_013,Colville,
689,B02014,14,B02014_014,Comanche,
690,B02014,15,B02014_015,Cree,
691,B02014,16,B02014_016,Creek,
692,B02014,17,B02014_017,Crow,
693,B02014,18,B02014_018,Delaware     ,
694,B02014,19,B02014_019,Hopi,
695,B02014,20,B02014_020,Houma,
696,B02014,21,B02014_021,Iroquois,
697,B02014,22,B02014_022,Kiowa,
698,B02014,23,B02014_023,Lumbee      ,
699,B02014,24,B02014_024,Menominee,
700,B02014,25,B02014_025,Mexican American Indian,
701,B02014,26,B02014_026,Navajo,
702,B02014,27,B02014_027,Osage,
703,B02014,28,B02014_028,Ottawa,
704,B02014,29,B02014_029,Paiute,
705,B02014,30,B02014_030,Pima,
706,B02014,31,B02014_031,Potawatomi,
707,B02014,32,B02014_032,Pueblo,
708,B02014,33,B02014_033,Puget Sound Salish,
709,B02014,34,B02014_034,Seminole,
710,B02014,35,B02014_035,Shoshone,
711,B02014,36,B02014_036,Sioux,
712,B02014,37,B02014_037,South American Indian,
713,B02014,38,B02014_038,Spanish American Indian,
714,B02014,39,B02014_039,Tohono O'Odham,
715,B02014,40,B02014_040,Ute,
716,B02014,41,B02014_041,Yakama,
717,B02014,42,B02014_042,Yaqui,
718,B02014,43,B02014_043,Yuman,
719,B02014,44,B02014_044,All other American Indian tribes (with only one tribe reported),
720,B02014,45,B02014_045,"American Indian tribes, not specified",
721,B02014,46,B02014_046,"Alaska Native tribes, specified:",
722,B02014,47,B02014_047,Alaskan Athabascan,
723,B02014,48,B02014_048,Aleut,
724,B02014,49,B02014_049,Inupiat,
725,B02014,50,B02014_050,Tlingit-Haida,
726,B02014,51,B02014_051,Tsimshian,
727,B02014,52,B02014_052,Yup'ik,
728,B02014,53,B02014_053,"Alaska Native tribes, not specified",
729,B02014,54,B02014_054,"American Indian or Alaska Native tribes, not specified",
730,B02014,55,B02014_055,Two or More American Indian or Alaska Native Tribes,
731,,,,,
732,C02014,,,AMERICAN INDIAN AND ALASKA NATIVE ALONE FOR SELECTED TRIBAL GROUPINGS,1
733,C02014,,,Universe:  People who are American Indian and Alaska Native alone and people with no tribe reported,
734,C02014,1,C02014_001,Total:,
735,C02014,2,C02014_002,"American Indian tribes, specified:",
736,C02014,3,C02014_003,Cherokee,
737,C02014,4,C02014_004,Chippewa ,
738,C02014,5,C02014_005,Navajo,
739,C02014,6,C02014_006,Sioux ,
740,C02014,7,C02014_007,All specified other American Indian tribes ,
741,C02014,8,C02014_008,"Alaska Native tribes, specified",
742,C02014,9,C02014_009,"American Indian or Alaska Native tribe, not specified",
743,,,,,
744,B02015, ,,ASIAN ALONE BY SELECTED GROUPS,"1,5"
745,B02015,,,Universe:  Total Asian alone population,
746,B02015,1,B02015_001,Total:,
747,B02015,2,B02015_002,Asian Indian ,
748,B02015,3,B02015_003,Bangladeshi ,
749,B02015,4,B02015_004,Bhutanese,
750,B02015,5,B02015_005,Burmese,
751,B02015,6,B02015_006,Cambodian ,
752,B02015,7,B02015_007,"Chinese, except Taiwanese ",
753,B02015,8,B02015_008,Filipino ,
754,B02015,9,B02015_009,Hmong ,
755,B02015,10,B02015_010,Indonesian,
756,B02015,11,B02015_011,Japanese ,
757,B02015,12,B02015_012,Korean ,
758,B02015,13,B02015_013,Laotian ,
759,B02015,14,B02015_014,Malaysian ,
760,B02015,15,B02015_015,Mongolian,
761,B02015,16,B02015_016,Nepalese,
762,B02015,17,B02015_017,Okinawan,
763,B02015,18,B02015_018,Pakistani ,
764,B02015,19,B02015_019,Sri Lankan ,
765,B02015,20,B02015_020,Taiwanese ,
766,B02015,21,B02015_021,Thai ,
767,B02015,22,B02015_022,Vietnamese ,
768,B02015,23,B02015_023,"Other Asian, specified",
769,B02015,24,B02015_024,"Other Asian, not specified",
770,B02015,25,B02015_025,Two or more Asian,
771,,,,,
772,C02015,,,ASIAN ALONE BY SELECTED GROUPS,1
773,C02015,,,Universe:  Total Asian alone population,
774,C02015,1,C02015_001,Total:,
775,C02015,2,C02015_002,Asian Indian ,
776,C02015,3,C02015_003,Chinese ,
777,C02015,4,C02015_004,Filipino ,
778,C02015,5,C02015_005,Japanese ,
779,C02015,6,C02015_006,Korean,
780,C02015,7,C02015_007,Vietnamese,
781,C02015,8,C02015_008,Other Asian,
782,,,,,
783,B02016, ,,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE BY SELECTED GROUPS,"1,5"
784,B02016,,,Universe:  Total Native Hawaiian and Other Pacific Islander alone population,
785,B02016,1,B02016_001,Total:,
786,B02016,1.5,,Polynesian:,
787,B02016,2,B02016_002,Native Hawaiian ,
788,B02016,3,B02016_003,Samoan ,
789,B02016,4,B02016_004,Tongan ,
790,B02016,5,B02016_005,Other Polynesian,
791,B02016,5.5,,Micronesian:,
792,B02016,6,B02016_006,Guamanian or Chamorro,
793,B02016,7,B02016_007,Marshallese ,
794,B02016,8,B02016_008,Other Micronesian,
795,B02016,8.5,,Melanesian:,
796,B02016,9,B02016_009,Fijian,
797,B02016,10,B02016_010,Other Melanesian,
798,B02016,11,B02016_011,"Other Pacific Islander, not specified (check box only)",
799,B02016,12,B02016_012,Two or More NHPI,
800,,,,,
801,C02016,,,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE BY SELECTED GROUPS,1
802,C02016,,,Universe:  Total Native Hawaiian and Other Pacific Islander alone population,
803,C02016,1,C02016_001,Total:,
804,C02016,2,C02016_002,Native Hawaiian ,
805,C02016,3,C02016_003,Samoan ,
806,C02016,4,C02016_004,Guamanian or Chamorro,
807,C02016,5,C02016_005,Other Pacific Islander ,
808,,,,,
809,B02017,,,AMERICAN INDIAN AND ALASKA NATIVE (AIAN) ALONE OR IN ANY COMBINATION BY SELECTED TRIBAL GROUPINGS,"1,5"
810,B02017,,,Universe:  Total AIAN alone or in any combination population (the total groups tallied),
811,B02017,1,B02017_001,Total Groups Tallied:,
812,B02017,2,B02017_002,"American Indian tribes, specified:",
813,B02017,3,B02017_003,Apache,
814,B02017,4,B02017_004,Arapaho,
815,B02017,5,B02017_005,Blackfeet       ,
816,B02017,6,B02017_006,Canadian and French American Indian,
817,B02017,7,B02017_007,Central American Indian,
818,B02017,8,B02017_008,Cherokee,
819,B02017,9,B02017_009,Cheyenne,
820,B02017,10,B02017_010,Chickasaw,
821,B02017,11,B02017_011,Chippewa,
822,B02017,12,B02017_012,Choctaw,
823,B02017,13,B02017_013,Colville,
824,B02017,14,B02017_014,Comanche,
825,B02017,15,B02017_015,Cree,
826,B02017,16,B02017_016,Creek,
827,B02017,17,B02017_017,Crow,
828,B02017,18,B02017_018,Delaware     ,
829,B02017,19,B02017_019,Hopi,
830,B02017,20,B02017_020,Houma,
831,B02017,21,B02017_021,Iroquois,
832,B02017,22,B02017_022,Kiowa,
833,B02017,23,B02017_023,Lumbee      ,
834,B02017,24,B02017_024,Menominee,
835,B02017,25,B02017_025,Mexican American Indian,
836,B02017,26,B02017_026,Navajo,
837,B02017,27,B02017_027,Osage,
838,B02017,28,B02017_028,Ottawa,
839,B02017,29,B02017_029,Paiute,
840,B02017,30,B02017_030,Pima,
841,B02017,31,B02017_031,Potawatomi,
842,B02017,32,B02017_032,Pueblo,
843,B02017,33,B02017_033,Puget Sound Salish,
844,B02017,34,B02017_034,Seminole,
845,B02017,35,B02017_035,Shoshone,
846,B02017,36,B02017_036,Sioux,
847,B02017,37,B02017_037,South American Indian,
848,B02017,38,B02017_038,Spanish American Indian,
849,B02017,39,B02017_039,Tohono O'Odham,
850,B02017,40,B02017_040,Ute,
851,B02017,41,B02017_041,Yakama,
852,B02017,42,B02017_042,Yaqui,
853,B02017,43,B02017_043,Yuman,
854,B02017,44,B02017_044,All other American Indian tribes (with only one tribe reported),
855,B02017,45,B02017_045,"American Indian tribes, not specified",
856,B02017,46,B02017_046,"Alaska Native tribes, specified:",
857,B02017,47,B02017_047,Alaskan Athabascan,
858,B02017,48,B02017_048,Aleut,
859,B02017,49,B02017_049,Inupiat,
860,B02017,50,B02017_050,Tlingit-Haida,
861,B02017,51,B02017_051,Tsimshian,
862,B02017,52,B02017_052,Yup'ik,
863,B02017,53,B02017_053,"Alaska Native tribes, not specified",
864,B02017,54,B02017_054,"American Indian or Alaska Native tribes, not specified",
865,,,,,
866,B02018, ,,ASIAN ALONE OR IN ANY COMBINATION BY SELECTED GROUPS,"1,5"
867,B02018,,,Universe:  Total Asian alone or in any combination population (the total groups tallied),
868,B02018,1,B02018_001,Total Groups Tallied: ,
869,B02018,2,B02018_002,Asian Indian ,
870,B02018,3,B02018_003,Bangladeshi ,
871,B02018,4,B02018_004,Bhutanese,
872,B02018,5,B02018_005,Burmese,
873,B02018,6,B02018_006,Cambodian ,
874,B02018,7,B02018_007,"Chinese, except Taiwanese ",
875,B02018,8,B02018_008,Filipino ,
876,B02018,9,B02018_009,Hmong ,
877,B02018,10,B02018_010,Indonesian,
878,B02018,11,B02018_011,Japanese ,
879,B02018,12,B02018_012,Korean ,
880,B02018,13,B02018_013,Laotian ,
881,B02018,14,B02018_014,Malaysian ,
882,B02018,15,B02018_015,Mongolian,
883,B02018,16,B02018_016,Nepalese,
884,B02018,17,B02018_017,Okinawan,
885,B02018,18,B02018_018,Pakistani ,
886,B02018,19,B02018_019,Sri Lankan ,
887,B02018,20,B02018_020,Taiwanese ,
888,B02018,21,B02018_021,Thai ,
889,B02018,22,B02018_022,Vietnamese ,
890,B02018,23,B02018_023,"Other Asian, specified",
891,B02018,24,B02018_024,"Other Asian, not specified",
892,,,,,
893,B02019, ,,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE OR IN ANY COMBINATION BY SELECTED GROUPS,"1,5"
894,B02019,,,Universe:  Total NHPI alone or in any combination population (the total groups tallied),
895,B02019,1,B02019_001,Total Groups Tallied:,
896,B02019,1.5,,Polynesian:,
897,B02019,2,B02019_002,Native Hawaiian ,
898,B02019,3,B02019_003,Samoan ,
899,B02019,4,B02019_004,Tongan ,
900,B02019,5,B02019_005,Other Polynesian,
901,B02019,5.5,,Micronesian:,
902,B02019,6,B02019_006,Guamanian or Chamorro,
903,B02019,7,B02019_007,Marshallese ,
904,B02019,8,B02019_008,Other Micronesian,
905,B02019,8.5,,Melanesian:,
906,B02019,9,B02019_009,Fijian,
907,B02019,10,B02019_010,Other Melanesian,
908,B02019,11,B02019_011,"Other Pacific Islander, not specified ",
909,,,,,
910,B03001, ,,HISPANIC OR LATINO ORIGIN BY SPECIFIC ORIGIN,"1,5"
911,B03001, ,,Universe:  Total population,
912,B03001,1,B03001_001,Total:,
913,B03001,2,B03001_002,Not Hispanic or Latino,
914,B03001,3,B03001_003,Hispanic or Latino:,
915,B03001,4,B03001_004,Mexican,
916,B03001,5,B03001_005,Puerto Rican,
917,B03001,6,B03001_006,Cuban,
918,B03001,7,B03001_007,Dominican (Dominican Republic),
919,B03001,8,B03001_008,Central American:,
920,B03001,9,B03001_009,Costa Rican,
921,B03001,10,B03001_010,Guatemalan,
922,B03001,11,B03001_011,Honduran,
923,B03001,12,B03001_012,Nicaraguan,
924,B03001,13,B03001_013,Panamanian,
925,B03001,14,B03001_014,Salvadoran,
926,B03001,15,B03001_015,Other Central American,
927,B03001,16,B03001_016,South American:,
928,B03001,17,B03001_017,Argentinean,
929,B03001,18,B03001_018,Bolivian,
930,B03001,19,B03001_019,Chilean,
931,B03001,20,B03001_020,Colombian,
932,B03001,21,B03001_021,Ecuadorian,
933,B03001,22,B03001_022,Paraguayan,
934,B03001,23,B03001_023,Peruvian,
935,B03001,24,B03001_024,Uruguayan,
936,B03001,25,B03001_025,Venezuelan,
937,B03001,26,B03001_026,Other South American,
938,B03001,27,B03001_027,Other Hispanic or Latino:,
939,B03001,28,B03001_028,Spaniard,
940,B03001,29,B03001_029,Spanish,
941,B03001,30,B03001_030,Spanish American,
942,B03001,31,B03001_031,All other Hispanic or Latino,
943, ,,,,
944,C03001, ,,HISPANIC OR LATINO ORIGIN BY SPECIFIC ORIGIN,1
945,C03001, ,,Universe:  Total population,
946,C03001,1,C03001_001,Total:,
947,C03001,2,C03001_002,Not Hispanic or Latino,
948,C03001,3,C03001_003,Hispanic or Latino:,
949,C03001,4,C03001_004,Mexican,
950,C03001,5,C03001_005,Puerto Rican,
951,C03001,6,C03001_006,Cuban,
952,C03001,7,C03001_007,Dominican (Dominican Republic),
953,C03001,8,C03001_008,Central American,
954,C03001,9,C03001_009,South American,
955,C03001,10,C03001_010,Other Hispanic or Latino,
956,,,,,
957,B03002, ,,HISPANIC OR LATINO ORIGIN BY RACE,"1,5"
958,B03002, ,,Universe:  Total population,
959,B03002,1,B03002_001,Total:,
960,B03002,2,B03002_002,Not Hispanic or Latino:,
961,B03002,3,B03002_003,White alone,
962,B03002,4,B03002_004,Black or African American alone,
963,B03002,5,B03002_005,American Indian and Alaska Native alone,
964,B03002,6,B03002_006,Asian alone,
965,B03002,7,B03002_007,Native Hawaiian and Other Pacific Islander alone,
966,B03002,8,B03002_008,Some other race alone,
967,B03002,9,B03002_009,Two or more races:,
968,B03002,10,B03002_010,Two races including Some other race,
969,B03002,11,B03002_011,"Two races excluding Some other race, and three or more races",
970,B03002,12,B03002_012,Hispanic or Latino:,
971,B03002,13,B03002_013,White alone,
972,B03002,14,B03002_014,Black or African American alone,
973,B03002,15,B03002_015,American Indian and Alaska Native alone,
974,B03002,16,B03002_016,Asian alone,
975,B03002,17,B03002_017,Native Hawaiian and Other Pacific Islander alone,
976,B03002,18,B03002_018,Some other race alone,
